8796093087745;8796137619457;8796098134635;bundleTemplates,targetBundleRules;;false
8796093186049;8796137717761;8796099347051;bundleTemplates;;false
8796095447041;8796139978753;8796139782763;bundleTemplates;;false
8796095578113;8796140109825;8796148171371;bundleTemplates;;false
8796095610881;8796140142593;8796149252715;bundleTemplates;;false
8796096462849;8796140994561;8796174025323;bundleTemplates,conditionalBundleRules,targetBundleRules;;false
8796096561153;8796141092865;8796180185707;bundleTemplates;;false
8796096626689;8796141158401;8796184969835;bundleTemplates;;false
8796096692225;8796141223937;8796188836459;bundleTemplates,conditionalBundleRules,targetBundleRules;;false
8796097576961;8796142108673;8796243624555;bundleTemplates,conditionalBundleRules,targetBundleRules;;false
8796097609729;8796142141441;8796244836971;bundleTemplates,conditionalBundleRules,targetBundleRules;;false
8796097642497;8796142174209;8796246180459;bundleTemplates;;false
8796097675265;8796142206977;8796247261803;bundleTemplates;;false
8796097708033;8796142239745;8796248867435;bundleTemplates;;false
8796097740801;8796142272513;8796250473067;bundleTemplates;;false
8796097937409;8796142469121;8796259549803;bundleTemplates;;false
8796098068481;8796142600193;8796264956523;bundleTemplates;;false
8796098101249;8796142632961;8796266168939;bundleTemplates;;false
8796098461697;8796142993409;8796284224107;bundleTemplates;;false
8796098560001;8796143091713;8796288746091;bundleTemplates;;false
8796098756609;8796143288321;8796300182123;bundleTemplates;;false
8796098789377;8796143321089;8796300608107;bundleTemplates,targetBundleRules;;false
8796099346433;8796143878145;8796329181803;bundleTemplates;;false
8796099411969;8796143943681;8796330001003;bundleTemplates;;false
8796101115905;8796145647617;8796414411371;bundleTemplates;;false
8796101148673;8796145680385;8796415754859;bundleTemplates;;false
8796102230017;8796146761729;8796484239979;bundleTemplates;;false
8796102295553;8796146827265;8796487189099;bundleTemplates;;false
8796102393857;8796146925569;8796492595819;bundleTemplates;;false
8796102426625;8796146958337;8796493939307;bundleTemplates;;false
8796103081985;8796147613697;8796534375019;bundleTemplates;;false
8796103114753;8796147646465;8796535718507;bundleTemplates;;false
8796103147521;8796147679233;8796537061995;bundleTemplates;;false
8796105080833;8796149612545;8796640772715;bundleTemplates;;false
8796106752001;8796151283713;8796716991083;bundleTemplates;;false
8796106784769;8796151316481;8796717417067;bundleTemplates;;false
8796107014145;8796151545857;8796721283691;bundleTemplates;;false
8796107636737;8796180119553;8796792193643;bundleTemplates,conditionalBundleRules;;false
8796093061285;8796093651109;8796845638251;childTemplates,status;;false
8796093094053;8796093683877;8796845736555;status;;false
8796093126821;8796093716645;8796845834859;status;;false
8796093159589;8796093749413;8796845867627;childTemplates,status;;false
8796093192357;8796093782181;8796845900395;childTemplates,status;;false
8796093225125;8796093814949;8796845933163;childTemplates,status;;false
8796093257893;8796093847717;8796846064235;status;;false
8796093290661;8796093880485;8796846097003;childTemplates,status;;false
8796093323429;8796093913253;8796846162539;status;;false
8796093356197;8796093946021;8796846228075;status;;false
8796093388965;8796093978789;8796846293611;status;;false
8796093421733;8796094011557;8796846359147;status;;false
8796093454501;8796094044325;8796846391915;childTemplates,status;;false
8796093487269;8796094077093;8796846457451;status;;false
8796093520037;8796094109861;8796846522987;status;;false
8796093552805;8796094142629;8796846555755;childTemplates,status;;false
8796093585573;8796094175397;8796846621291;dependentBundleTemplates,status;;false
8796093618341;8796094208165;8796846686827;status;;false
